transaction_id,fraud_probability,risk_level,triggered_rules,final_decision,explanation,scored_at,label_is_fraud,fraud_type
c16108d6-c628-41c1-af7a-84101ae99e8e,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
37b23fb6-4e4b-45c7-84b5-e7dea0866f7d,0.0001,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
b6f34b9f-b459-4d97-9769-d5a2b1485bd2,0.0001,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
912cb350-73f3-4056-8a5e-38e38eb5830a,0.0001,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
fc6cfb1f-8ae7-4ef7-9977-dec1574a8840,0.5997,MEDIUM,,ALLOW,Key factors: occurring at an hour unusual for this sender; first transaction to this receiver. Model fraud probability: 60.0%.,2026-08-30T07:14:01.925972+00:00,True,velocity_fraud
eb0bbcb7-1dd5-4a25-aaa9-e4f05e2e4cd5,0.9965,CRITICAL,,BLOCK,Key factors: occurring at an hour unusual for this sender; first transaction to this receiver. Model fraud probability: 99.7%.,2026-08-30T07:14:01.925972+00:00,True,velocity_fraud
4d207662-dc81-4308-87c9-4c0330d1a40b,0.9984,CRITICAL,,BLOCK,Key factors: 2 other transactions from this sender in the last hour; occurring at an hour unusual for this sender; first transaction to this receiver. Model fraud probability: 99.8%.,2026-08-30T07:14:01.925972+00:00,True,velocity_fraud
8fdf8fb7-6da6-461d-b29d-8bcd5efdcd1f,0.001,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
28ebe5bb-33bc-4c67-b2a9-f197463072fa,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
79f1ed60-22a3-4bd4-add3-71843cf061de,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
fc3fc9ac-7cd4-40fc-bf12-d4789512c3f3,0.9997,CRITICAL,VELOCITY_BURST,BLOCK,Key factors: 3 other transactions from this sender in the last hour; occurring at an hour unusual for this sender; first transaction to this receiver. Rules triggered: VELOCITY_BURST. Model fraud probability: 100.0%.,2026-08-30T07:14:01.925972+00:00,True,velocity_fraud
61c903d6-f309-4655-8d1e-c489c458d5ee,0.9993,CRITICAL,VELOCITY_BURST,BLOCK,Key factors: 4 other transactions from this sender in the last hour; occurring at an hour unusual for this sender; first transaction to this receiver. Rules triggered: VELOCITY_BURST. Model fraud probability: 99.9%.,2026-08-30T07:14:01.925972+00:00,True,velocity_fraud
c6c02ebc-ee0b-49f4-acdd-c16410d4a6c6,0.0648,LOW,,ALLOW,Key factors: first transaction to this receiver. Model fraud probability: 6.5%.,2026-08-30T07:14:01.925972+00:00,False,
2712dfdf-7031-4208-8758-26c1a1291fa0,0.9998,CRITICAL,VELOCITY_BURST,BLOCK,Key factors: 5 other transactions from this sender in the last hour; occurring at an hour unusual for this sender; first transaction to this receiver. Rules triggered: VELOCITY_BURST. Model fraud probability: 100.0%.,2026-08-30T07:14:01.925972+00:00,True,velocity_fraud
7fa113ee-4f0b-4bd2-bb55-4a1fc94ab9ba,0.9997,CRITICAL,VELOCITY_BURST,BLOCK,Key factors: 6 other transactions from this sender in the last hour; occurring at an hour unusual for this sender; first transaction to this receiver. Rules triggered: VELOCITY_BURST. Model fraud probability: 100.0%.,2026-08-30T07:14:01.925972+00:00,True,velocity_fraud
c4c3e1fd-edc2-4340-b0f6-55ea9ec23519,0.9996,CRITICAL,VELOCITY_BURST,BLOCK,Key factors: 7 other transactions from this sender in the last hour; occurring at an hour unusual for this sender; first transaction to this receiver. Rules triggered: VELOCITY_BURST. Model fraud probability: 100.0%.,2026-08-30T07:14:01.925972+00:00,True,velocity_fraud
a47c160e-cdeb-4610-9bef-6922a50c42f5,0.9996,CRITICAL,VELOCITY_BURST,BLOCK,Key factors: 8 other transactions from this sender in the last hour; occurring at an hour unusual for this sender; first transaction to this receiver. Rules triggered: VELOCITY_BURST. Model fraud probability: 100.0%.,2026-08-30T07:14:01.925972+00:00,True,velocity_fraud
c354fe5b-6930-4311-b65b-f9ca57b53d4f,0.0005,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
ab11bea2-853c-4482-9a74-190c35ce4ba9,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
5c6b5779-29f0-42e0-81ef-088e658ec8cc,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
dd171275-8b9d-4b62-9242-2b7dc85470fe,0.0006,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
5c2196bf-7ed9-44f9-9672-b1a4a4c1269e,0.9918,CRITICAL,VELOCITY_BURST,BLOCK,Key factors: 9 other transactions from this sender in the last hour; occurring at an hour unusual for this sender; first transaction to this receiver. Rules triggered: VELOCITY_BURST. Model fraud probability: 99.2%.,2026-08-30T07:14:01.925972+00:00,True,velocity_fraud
1ab73489-e4ab-4a0d-93c1-1d9b9e926b1c,0.9996,CRITICAL,VELOCITY_BURST,BLOCK,Key factors: 10 other transactions from this sender in the last hour; occurring at an hour unusual for this sender; first transaction to this receiver. Rules triggered: VELOCITY_BURST. Model fraud probability: 100.0%.,2026-08-30T07:14:01.925972+00:00,True,velocity_fraud
05cfddbe-dcd1-4802-87f7-830b7051385c,0.0005,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
1e049fbc-abfd-47a6-9a97-f34910ece700,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
55a18440-4331-459c-bf8e-a9aa61b336f4,0.0004,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
2c80bff9-1c30-432e-af3f-637244725688,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
82c54134-7eb9-4d60-8c96-80980b300dc3,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
eb1ebf83-aef0-4432-93a0-c81833870071,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
793d340e-51ab-417a-a9c2-a1bc8b420a8f,0.0004,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
964b992a-0eef-403c-8708-1c0a5dcf5164,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
325ef45f-6cb8-481a-aa34-05ac4ceac1b5,0.0701,LOW,,ALLOW,Key factors: first transaction to this receiver. Model fraud probability: 7.0%.,2026-08-30T07:14:01.925972+00:00,False,
34111e57-9d92-4ab1-96b6-d9bb4445cd0b,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
f2cee420-1d0f-41ae-9e2e-366019f28bca,0.0131,LOW,,ALLOW,Key factors: first transaction to this receiver. Model fraud probability: 1.3%.,2026-08-30T07:14:01.925972+00:00,False,
80d8616a-e3b5-4301-aa7f-218c4a87a58a,0.0007,LOW,,ALLOW,Key factors: amount is 2.0 standard deviations above the sender's usual amount. Model fraud probability: 0.1%.,2026-08-30T07:14:01.925972+00:00,False,
19cdd181-c4ad-4f93-a682-0850de5b8324,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
fec62007-4fcd-475d-9d8d-1dc753c7a3ce,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
f101a606-742d-4d30-bbed-eec4f697dc46,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
bf9247b7-576f-4845-b0a5-60bf353576b3,0.0004,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
b702a6da-d045-4d42-b381-0430956c1c46,0.9627,CRITICAL,,BLOCK,Key factors: occurring at an hour unusual for this sender; first transaction to this receiver. Model fraud probability: 96.3%.,2026-08-30T07:14:01.925972+00:00,True,micro_transaction_probing
8fe64fac-68ad-4929-91f8-21650c58a1a1,0.0003,LOW,,ALLOW,Key factors: amount is 2.2 standard deviations above the sender's usual amount. Model fraud probability: 0.0%.,2026-08-30T07:14:01.925972+00:00,False,
daca1cbe-9ba6-47ac-b72f-05505d2b8aef,0.0005,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
dc46f45a-f0e0-41e1-91cc-6780af99545c,0.0007,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
3cd3e772-6159-4af9-b072-4c439c960301,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
25f111cd-7b48-4809-87c5-acf671672891,0.0395,LOW,,ALLOW,Key factors: first transaction to this receiver. Model fraud probability: 4.0%.,2026-08-30T07:14:01.925972+00:00,False,
8aeb6179-a388-4934-9ac0-ca89d4667b06,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
8b4fa6cd-a421-4632-917b-fc9112e8c78a,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
47a1e207-d65a-4b7c-8321-70ee2ccca736,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
8df36f33-015c-475d-ae14-bb99f473fc2c,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
30c10917-2f54-4e44-8902-124b57ba7b54,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
167c1196-ecbf-4b89-be1c-ad7f7d56db2f,0.981,CRITICAL,,BLOCK,Key factors: occurring at an hour unusual for this sender. Model fraud probability: 98.1%.,2026-08-30T07:14:01.925972+00:00,True,micro_transaction_probing
cf5abc1b-ba43-48e1-8470-8d84b4e3b0d7,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
ed60ec0c-94b9-420c-bc7d-699ea00515a7,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
5ebfa0f3-fd73-4211-affc-3068550a6507,0.0566,LOW,,ALLOW,Key factors: first transaction to this receiver. Model fraud probability: 5.7%.,2026-08-30T07:14:01.925972+00:00,False,
6d2336e4-d391-4042-9d75-3ad0df52e47d,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
ce6d5931-9067-4ec5-abbb-6a55961a8e37,0.0004,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
67e731e3-8a27-4823-b21e-49ca7db25ef0,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
ad088889-f34b-4d43-95cb-3e1744a1573a,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
55b7e4c0-88d8-4511-aea2-60c08fd1a517,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
3978b42a-4b83-4eac-ba34-f0d631130928,0.0006,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
bdd1ccc5-3b8d-474b-bb5e-73611de4854b,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
e8d52e40-5717-42f6-bdfc-3ff4e79d64da,0.0005,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
aa274071-fac3-4ccc-802f-bab45dbf9ba5,0.0042,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.4%).,2026-08-30T07:14:01.925972+00:00,False,
142d87ad-589a-4be6-8c89-3ac29061e94c,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
a6b54ab1-b3dd-43b4-aea9-459714a14fb9,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
471bcfc4-7a6b-4830-a897-996d46be1675,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
c38103e8-3ded-4f71-9683-04be6eb02d58,0.0004,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
a5928187-cda9-488e-8c44-faeecf8b47a1,0.9993,CRITICAL,HIGH_AMOUNT_DEVIATION,BLOCK,Key factors: amount is 13.7 standard deviations above the sender's usual amount; amount is 12.9x the sender's typical amount; occurring at an hour unusual for this sender. Rules triggered: HIGH_AMOUNT_DEVIATION. Model fraud probability: 99.9%.,2026-08-30T07:14:01.925972+00:00,True,micro_transaction_probing
c36da2ad-fdfe-4e8f-bb68-507e2a258ea1,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
8f67f5a8-7333-475d-a172-9afcd82352b5,0.0006,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
fb309145-e179-43d6-898a-a09ac60cd8ee,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
53a09703-3d5d-49c4-ac82-135a90f1d98f,0.0005,LOW,,ALLOW,Key factors: amount is 2.2 standard deviations above the sender's usual amount. Model fraud probability: 0.0%.,2026-08-30T07:14:01.925972+00:00,False,
f1fe1b53-25e7-457d-a1be-400178e8d1d3,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
6a058df0-fbb1-4ed5-bacd-30d3ad3f3113,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
0f2ca683-0a08-4d60-aa5f-1a0268169a14,0.0005,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
81dcae5e-ad18-48fd-b834-d753a702f100,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
34d0e46d-35ab-4241-9570-73de6bd951bf,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
c3bd1261-80a9-4965-a75f-4fadda3dbcf6,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
1e9b8ee4-eadf-4a8d-95d7-2eb760f9a1ef,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
1b4a3a69-7139-4b57-9681-948d889bcfa7,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
17fb6dfa-d10e-4d7c-8bec-e7bd29fa72b1,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
81a7058d-5f7c-4111-9208-80e4483da94b,0.0011,LOW,,ALLOW,Key factors: occurring at an hour unusual for this sender. Model fraud probability: 0.1%.,2026-08-30T07:14:01.925972+00:00,False,
ac246d05-5536-48a3-8919-cb414e004f7f,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
fcb1cb67-98b8-4dca-8947-c91ff2893916,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
f52a6053-f87d-4d20-bd0e-4c92d119dc62,0.0056,LOW,,ALLOW,Key factors: first transaction to this receiver. Model fraud probability: 0.6%.,2026-08-30T07:14:01.925972+00:00,False,
2fd0eb22-3627-44d5-8c2f-eb1b897f5b90,0.0004,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
3267ad69-176d-4dec-935a-a290e1946507,0.0008,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
5bcbdbd8-ce7f-43a5-9573-dc71883d3dea,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
7d5d1178-a476-49db-8f15-db3171b16557,0.0002,LOW,,ALLOW,Key factors: occurring at an hour unusual for this sender. Model fraud probability: 0.0%.,2026-08-30T07:14:01.925972+00:00,False,
759ac159-af82-4dfe-9a9f-188da4e38a1b,0.0021,LOW,,ALLOW,Key factors: first transaction to this receiver. Model fraud probability: 0.2%.,2026-08-30T07:14:01.925972+00:00,False,
6a947fd6-c99f-4a5c-bd7d-53d5fa9fdd53,0.0014,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
55da039c-448c-4da6-bbb4-e2ebc586b5c6,0.0005,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
8e6c25da-aab5-48f9-bc40-1fea24dc2d70,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
18a5b979-ce0e-4611-bb17-037220e10629,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
ffc993dd-8267-40c1-8ab0-bdc14bb0befc,0.0001,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
aac50d24-5a5a-4bfc-ac15-ebdf537064b7,0.0004,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
a2adaec7-1aaf-45ec-84cf-f734050e3a57,0.0001,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
8369d759-445d-49f2-bd1e-0ddaa99bbba3,0.0006,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
8e39e417-5861-4a50-986b-a82857f9321e,0.0005,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
16294349-8d6a-43fc-aa87-a533d48b6e6b,0.0035,LOW,,ALLOW,Key factors: first transaction to this receiver. Model fraud probability: 0.3%.,2026-08-30T07:14:01.925972+00:00,False,
da4a224e-f0d7-432e-a270-b4de89eea9ee,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
17ec2a9c-3b53-47c8-bca3-2fac6e6027bb,0.0007,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
2f49d006-0bb6-470a-b9ed-53d017bb59ea,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
c83ea19b-44fc-45f2-9b3a-3f83cc65e779,0.0011,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
b3ef0de2-b9af-4cff-9e9f-7664638e14a6,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
e7adbc2a-ed09-4a6d-93cb-e31d2be8ec57,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
a3e1cf5f-af01-4f51-a923-9d0cb23ca2d7,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
9cf688bb-62a1-436e-a8c5-515dcfa343c5,0.0011,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
9bec9924-00ac-4fea-9fe2-056585ef17f0,0.0005,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
405a26ae-a897-487c-ab43-b7d00b249e8c,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
c91480c9-410f-4361-99ba-4560d96bc553,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
65656637-f08c-41b2-8fef-d08ca083f035,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
e68ef154-eefb-4694-a18d-e92eaf729836,0.0001,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
dec786e4-efac-44d5-bb6b-27be2ee48e0c,0.0001,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
98ded34f-071d-4a52-b9e7-9749482ade26,0.0455,LOW,,ALLOW,Key factors: first transaction to this receiver. Model fraud probability: 4.6%.,2026-08-30T07:14:01.925972+00:00,False,
573d47e5-5973-4bd5-b999-c46ccce3c525,0.0004,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
1e692a14-fbf0-457a-afe9-a298a934dfa7,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
af44ab26-0525-44d0-9dd4-6a3e9a056082,0.0427,LOW,,ALLOW,Key factors: first transaction to this receiver. Model fraud probability: 4.3%.,2026-08-30T07:14:01.925972+00:00,False,
9a3e1f69-2ceb-453e-8092-7616fa3cbbf6,0.0005,LOW,,ALLOW,Key factors: amount is 2.5 standard deviations above the sender's usual amount. Model fraud probability: 0.0%.,2026-08-30T07:14:01.925972+00:00,False,
f9c7153b-68fa-49f5-8adb-90691da9637a,0.0005,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
af1787c7-ce82-4f89-a6e5-3c4a8ec3d709,0.0006,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
7f3b2b0d-bc36-44d3-9949-8a20c12bb782,0.0006,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
019f3e01-9dd4-4fd4-85e0-e34928d4c6f2,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
c09b781f-94f9-4310-af6f-79e8cead6045,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
941a342f-d15c-491b-80b7-9391fa25c994,0.0108,LOW,,ALLOW,Key factors: first transaction to this receiver. Model fraud probability: 1.1%.,2026-08-30T07:14:01.925972+00:00,False,
28ded226-7cbf-4e36-a86e-7ce31a90dd10,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
591f4e21-78bb-495f-b01d-496caa34a1e7,0.0006,LOW,,ALLOW,Key factors: amount is 2.2 standard deviations above the sender's usual amount. Model fraud probability: 0.1%.,2026-08-30T07:14:01.925972+00:00,False,
34b95640-d1fb-48ed-a037-063a03990393,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
3b46c925-624b-4bd1-808f-15568e8c0732,0.0002,LOW,,ALLOW,Key factors: occurring at an hour unusual for this sender. Model fraud probability: 0.0%.,2026-08-30T07:14:01.925972+00:00,False,
a99e9fbd-a6c6-403f-8f19-9c1595b904d1,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
1fb6bf74-6f0a-4bad-a29d-937f04f66d84,0.0955,LOW,,ALLOW,Key factors: first transaction to this receiver. Model fraud probability: 9.5%.,2026-08-30T07:14:01.925972+00:00,False,
86cef7a3-3fff-435f-9f6a-1ef632012b77,0.0001,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
11661d32-e3d1-4217-b9ce-db1ece7395ca,0.0005,LOW,,ALLOW,Key factors: occurring at an hour unusual for this sender. Model fraud probability: 0.1%.,2026-08-30T07:14:01.925972+00:00,False,
8b3f2681-5bc4-400c-b141-3432c94a962c,0.0006,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.1%).,2026-08-30T07:14:01.925972+00:00,False,
1d827881-88f8-4887-b746-fa42a242e331,0.0008,LOW,,ALLOW,Key factors: occurring at an hour unusual for this sender. Model fraud probability: 0.1%.,2026-08-30T07:14:01.925972+00:00,False,
81cb3c5c-6fbc-45d4-8acd-93dbb8ff1f91,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
527c39b5-6135-4656-9c20-8fd277ab5051,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
05ce2e04-1ec0-4ff3-b9ad-94017766d4a1,0.0002,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
64a27355-2140-4e29-9e08-c32191f66603,0.0003,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
e21f68d3-d27e-4845-adac-75c8eb755dd0,0.1001,LOW,,ALLOW,Key factors: first transaction to this receiver. Model fraud probability: 10.0%.,2026-08-30T07:14:01.925972+00:00,False,
cb9a8573-39df-4d19-b576-f50e0818b2cf,0.0082,LOW,,ALLOW,Key factors: first transaction to this receiver. Model fraud probability: 0.8%.,2026-08-30T07:14:01.925972+00:00,False,
ddeea944-9a5e-4be0-ac17-824e2b633a95,0.0005,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
31ac99ff-5324-4924-9414-e7c402693750,0.0668,LOW,,ALLOW,Key factors: first transaction to this receiver. Model fraud probability: 6.7%.,2026-08-30T07:14:01.925972+00:00,False,
84dd9989-12ad-4be2-b83d-499610b9e37a,0.0004,LOW,,ALLOW,No significant risk factors identified (fraud probability 0.0%).,2026-08-30T07:14:01.925972+00:00,False,
